zip,Mean income (dollars)
68134,58657
68135,112919
68136,107120
68137,72054
68138,74195
68142,106671
68144,76145
68147,63337
68152,87864
68154,92048
68157,66273
68164,79124
68178,-
68301,74233
68303,62017
68304,98214
68305,70914
68307,53859
68309,52300
68310,57346
68313,60013
68314,83147
68315,55806
68316,65888
68317,84732
68318,53184
68319,72680
68320,63960
68321,48449
68322,64799
68323,75969
68324,63817
68325,80819
68326,62082
68327,49681
68328,69680
68329,57131
68331,77766
68332,37969
68333,60473
68335,78771
68336,80773
68337,53337
68338,74921
68339,110716
68340,48830
68341,65086
68342,74835
68343,63701
68344,68148
68345,65495
68346,57429
68347,111553
68348,91092
68349,80166
68350,91449
68351,77741
68352,53040
68354,60902
68355,62882
68357,76594
68358,104606
68359,68710
68360,115193
68361,67406
68362,111025
68364,61267
68365,55266
68366,68332
68367,79979
68368,85287
68370,61232
68371,68690
68372,81719
68375,43747
68376,49591
68377,51376
68378,66840
68379,51717
68380,49200
68381,54700
68382,51738
68401,65311
68402,101743
68403,65382
68404,81302
68405,73347
68406,48232
68407,64638
68409,87843
68410,57444
68413,80439
68414,98681
68415,66651
68416,48173
68417,68175
68418,68698
68419,78133
68420,45269
68421,63809
68422,71587
68423,69903
68424,61336
68428,102077
68430,120769
68431,54281
68433,59448
68434,73588
68436,72511
68437,64640
68438,72619
68439,57622
68440,39839
68441,70069
68442,63803
68443,60198
68444,68658
68445,59974
68446,74233
68447,62352
68448,57189
68450,56259
68452,56962
68453,62275
68454,82683
68455,61634
68456,90330
68457,51089
68458,74164
68460,68830
68461,183697
68462,89181
68463,60034
68464,57108
68465,61233
68466,48954
68467,64840
68502,59704
68503,43686
68504,42063
68505,59616
68506,67993
68507,63395
68508,31790
68510,61066
68512,93168
68514,N
68516,92395
68517,113147
68520,144033
68521,62160
68522,71380
68523,136524
68524,63482
68526,128994
68527,192833
68528,59498
68531,54597
68532,97700
68601,69225
68620,75156
68621,54700
68622,58169
68623,58662
68624,62140
68626,66053
68627,55585
68628,77840
68629,65817
68631,52266
68632,68222
68633,56106
68634,75716
68635,73539
68636,59252
68637,69443
68638,59831
68640,68884
68641,74438
68642,65874
68643,77805
68644,60319
68647,62917
68648,69084
68649,69595
68651,67688
68652,63972
68653,73934
68654,64626
68655,88026
68658,70864
68659,44274
68660,55280
68661,64054
68662,66573
68663,51864
68664,53789
68665,65288
68666,77896
68667,40746
68669,59436
68701,61194
68710,55994
68711,71457
68713,59342
68714,63701
68715,76838
68716,56161
68717,78272
68718,48886
68719,104370
68720,90756
68722,61733
68723,71514
68724,40152
68725,58547
68726,58546
68727,80503
68728,60913
68729,68584
68730,70507
68731,71609
68732,51323
68733,65690
68734,66328
68735,56861
68736,84392
68739,70467
68740,67282
68741,78057
68742,50333
68743,97230
68745,67175
68746,46074
68747,64594
68748,62243
68749,61927
68751,51960
68752,63540
68753,58229
68755,55692
68756,57108
68757,54456
68758,56498
68759,56065
68760,40060
68761,66052
68763,61173
68764,56955
68765,67220
68766,83267
68767,64713
68768,65397
68769,58547
68770,66523
68771,64725
68773,61117
68774,48265
68776,57196
68777,66408
68778,56345
68779,59752
68780,82497
68781,69275
68783,57468
68784,62706
68785,113403
68786,65439
68787,57036
68788,59162
68789,57529
68790,71652
68791,62106
68792,58675
68801,53857
68803,71648
68810,48553
68812,74571
68813,83456
68814,55805
68815,52397
68816,46338
68817,38707
68818,73329
68820,51744
68821,52426
68822,71707
68823,49751
68824,76902
68825,52364
68826,58277
68827,63906
68828,65032
68831,61870
68832,87762
68833,54296
68834,63930
68835,51328
68836,63891
68837,50200
68838,52691
68840,59343
68841,66926
68842,59127
68843,63936
68844,61450
68845,73545
68846,65191
68847,61216
68849,-
68850,52982
68852,61449
68853,55040
68854,67804
68855,66375
68856,71267
68858,55071
68859,56550
68860,47085
68861,104060
68862,57189
68863,80622
68864,65108
68865,100608
68866,66864
68869,68395
68870,79462
68871,49352
68872,64329
68873,78280
68874,73398
68875,50067
68876,62387
68878,54420
68879,57326
68881,40894
68882,42968
68883,67064
68901,68893
68920,52525
68922,63730
68923,61717
68924,70736
68925,99619
68926,38033
68927,69563
68928,70260
68929,40691
68930,73616
68932,46685
68933,54729
68934,44313
68935,55239
68936,45125
68937,74882
68938,53154
68939,51688
68940,79919
68941,83134
68942,36907
68943,46698
68944,53000
68945,66211
68946,49767
68947,88753
68948,40369
68949,63447
68950,70973
68952,29633
68954,N
68955,66641
68956,69029
68957,67186
68958,72450
68959,74572
68960,53364
68961,49545
68964,62569
68966,44130
68967,53815
68969,60454
68970,47549
68971,62968
68972,70357
68973,63918
68974,73536
68975,71822
68976,79582
68977,51352
68978,52486
68979,64107
68980,62251
68981,50991
68982,64173
69001,60233
69020,74588
69021,59951
69022,50470
69023,195992
69024,57378
69025,74075
69026,36555
69027,8726
69028,67991
69029,65659
69030,41328
69032,50201
69033,62980
69034,74793
69036,58465
69037,71604
69038,55965
69039,42673
69040,65545
69041,52583
69042,40978
69043,56312
69044,39471
69045,55487
69046,54757
69101,63991
69120,82629
69121,46027
69122,60539
69123,71580
69125,55789
69127,51505
69128,33427
69129,59970
69130,63484
69131,64125
69132,60800
69133,51399
69134,70135
69135,60824
69138,85123
69140,77918
69141,67963
69142,74789
69143,74373
69144,39073
69145,47967
69146,46320
69147,64887
69148,41241
69149,69283
69150,54625
69151,65385
69152,41539
69153,60664
69154,61726
69155,55514
69156,81262
69157,47473
69161,45430
69162,70231
69163,59582
69165,71522
69166,66185
69167,70300
69168,46786
69169,64847
69170,54453
69171,N
69201,56995
69210,66485
69211,51464
69212,49672
69214,79161
69216,55475
69217,39908
69218,51009
69219,83120
69220,35925
69221,64447
69301,64719
69331,N
69333,59722
69334,51245
69335,29677
69336,54920
69337,57563
69339,49365
69340,70885
69341,64703
69343,53516
69345,70626
69346,66201
69347,73161
69348,65364
69350,49365
69351,64650
69352,58469
69353,N
69354,44059
69355,50473
69356,52814
69357,54637
69358,57390
69360,48172
69361,62952
69365,N
69366,44770
69367,47154
70001,68885
70002,81847
70003,71222
70005,98332
70006,80671
70030,96117
70031,68003
70032,56469
70036,54269
70037,79723
70038,53557
70039,50748
70040,79071
70041,56338
70043,58356
70047,92356
70049,73273
70050,-
70051,62979
70052,66599
70053,57410
70056,65282
70057,71542
70058,64104
70062,48488
70065,75082
70067,71535
70068,72110
70070,88661
70071,66435
70072,63123
70075,75389
70076,13790
70079,70684
70080,63382
70082,81639
70083,41961
70084,52807
70085,58607
70086,45103
70087,54211
70090,68655
70091,63756
70092,52845
70094,49796
70112,66558
70113,46380
70114,51872
70115,102750
70116,68442
70117,49194
70118,86507
70119,57800
70121,62925
70122,58272
70123,83151
70124,119286
70125,68666
70126,39051
70127,44023
70128,58956
70129,53921
70130,88044
70131,74044
70139,-
70163,-
70301,71838
70339,79254
70340,-
70341,58302
70342,73869
70343,79444
70344,62362
70345,69116
70346,53779
70352,69679
70353,53737
70354,65547
70355,62578
70356,45744
70357,65508
70358,55324
70359,64526
70360,91457
70363,54427
70364,66445
70372,62776
70373,72908
70374,73368
70375,41433
70377,54101
70380,59410
70390,76313
70391,N
70392,63834
70393,77436
70394,63000
70395,71168
70397,54134
70401,57476
70402,-
70403,58188
70420,70432
70422,60071
70426,71394
70427,47484
70431,80201
70433,88476
70435,83220
70436,25576
70437,79858
70438,51616
70441,62255
70442,49951
70443,49393
70444,46690
70445,66527
70446,62276
70447,117279
70448,106365
70449,87307
70450,44445
70451,N
70452,61003
70453,61148
70454,76817
70455,85188
70456,39552
70458,76801
70460,60924
70461,76970
70462,77202
70463,58680
70464,47065
70465,38012
70466,60844
70471,124839
70501,44409
70503,97417
70506,60846
70507,65723
70508,104289
70510,60117
70512,61444
70513,88950
70514,58195
70515,70023
70516,70858
70517,66071
70518,91623
70519,56115
70520,74096
70523,36066
70524,48831
70525,59413
70526,55573
70528,65270
70529,80899
70531,50202
70532,61007
70533,73417
70534,76009
70535,60938
70537,41311
70538,58986
70541,53173
70542,74474
70543,58201
70544,50488
70546,60843
70548,65864
70549,68049
70550,-
70552,75184
70554,39606
70555,83576
70556,96817
70558,-
70559,60775
70560,61746
70563,85456
70570,54345
70575,N
70576,57226
70577,56013
70578,64383
70580,N
70581,76487
70582,63772
70583,64581
70584,72274
70585,58106
70586,55217
70589,69675
70591,55342
70592,91819
70601,44217
70605,90843
70607,54508
70611,81625
70615,49952
70630,95562
70631,94177
70632,86460
70633,62346
70634,61976
70637,44728
70638,57470
70639,50298
70640,34522
70643,43765
70644,125532
70645,69808
70646,60215
70647,64994
70648,76510
70650,62477
70651,49419
70652,62326
70653,52680
70654,89596
70655,58261
70656,60689
70657,79672
70658,72669
70659,56548
70660,51436
70661,64485
70662,50157
70663,65383
70665,80539
70668,63163
70669,67257
70706,78631
70710,76764
70711,66962
70712,79222
70714,54943
70715,56436
70719,77169
70721,37978
70722,65713
70723,62764
70725,62747
70726,76937
70729,51836
70730,54342
70732,61922
70733,77773
70734,91782
70736,35685
70737,83381
70739,93803
70740,68111
70743,60666
70744,71055
70747,47396
70748,62966
70749,65924
70750,63978
70752,77220
70753,46877
70754,73031
70755,85935
70756,257232
70757,62394
70759,48403
70760,54915
70761,48259
70762,98952
70763,92534
70764,62974
70767,76009
70769,101074
70770,82699
70772,72300
70773,N
70774,89000
70775,75041
70776,101354
70777,66985
70778,80548
70780,113982
70782,48815
70783,87259
70785,70267
70787,-
70788,60545
70789,39316
70791,80384
70801,N
70802,39899
70803,25361
70805,38654
70806,67709
70807,38346
70808,100529
70809,94062
70810,106570
70811,51678
70812,50077
70814,59831
70815,61348
70816,68001
70817,101714
70818,78819
70819,56973
70820,52749
70836,-
71001,50338
71003,55746
71004,59909
71006,86537
71007,86518
71008,74301
71016,55431
71018,39208
71019,64672
71021,30548
71023,51778
71024,39856
71027,58197
71028,47574
71029,81694
71030,68740
71031,58761
71032,61215
71033,75818
71034,59725
71037,78906
71038,42391
71039,50421
71040,41605
71043,47158
71044,98858
71045,53026
71046,92646
71047,69126
71048,31615
71049,59769
71051,82497
71052,53853
71055,51012
71060,61109
71061,50492
71063,52780
71064,51995
71065,68794
71067,49138
71068,51162
71069,89250
71070,87270
71071,68366
71072,58035
71073,51645
71075,44535
71078,77900
71079,43053
71082,44819
71101,33560
71103,32525
71104,56181
71105,77756
71106,88672
71107,58926
71108,37176
71109,36260
71110,67158
71111,72490
71112,62380
71115,97302
71118,57869
71119,72026
71129,49347
71201,81429
71202,33853
71203,60124
71209,-
71219,59885
71220,47651
71222,43003
71223,21867
71225,75082
71226,48813
71227,78508
71229,56203
71232,53726
71233,39394
71234,72512
71235,71528
71237,48741
71238,58953
71241,52627
71243,68710
71245,31666
71247,33573
71250,31496
71251,46320
71253,42468
71254,32417
71256,45552
71259,60235
71260,57460
71261,58963
71263,54298
71264,67475
71266,76876
71268,77270
71269,54601
71270,55939
71272,-
71275,51833
71276,36071
71277,50716
71279,N
71280,64269
71282,39662
71286,55899
71291,67348
71292,56167
71295,50870
71301,56192
71302,43890
71303,70707
71316,-
71322,50752
71323,109338
71325,74353
71326,44682
71327,69347
71328,72857
71331,50806
71333,30874
71334,40476
71336,52805
71339,N
71340,139191
71341,59084
71342,61807
71343,64267
71345,-
71346,53862
71350,58353
71351,55270
71353,62852
71354,72794
71355,65246
71356,46582
71357,47117
71358,56809
71360,62220
71362,60529
71366,35196
71367,48505
71368,47349
71369,47036
71371,57358
71373,45532
71375,33994
71377,N
71378,47697
71401,110591
71403,86365
71404,75059
71405,58463
71406,57254
71407,51431
71409,63742
71410,41335
71411,50274
71414,60955
71416,50323
71417,46270
71418,58761
71419,55746
71422,58821
71423,71745
71424,46635
71425,48735
71426,71409
71427,32293
71429,65972
71430,49134
71432,64424
71433,58326
71435,63802
71438,58838
71439,49344
71441,37675
71446,60101
71447,56585
71449,70236
71450,79980
71452,32625
71454,69033
71455,27722
71456,55019
71457,58063
71459,49113
71461,51538
71462,60991
71463,50070
71465,74526
71466,45598
71467,58114
71468,42823
71469,59858
71472,54897
71473,50514
71474,98253
71479,49093
71480,58942
71483,54328
71485,89112
71486,57259
71601,36192
71602,60574
71603,54785
71630,42758
71631,43272
71635,55839
71638,56712
71639,44568
71640,28181
71642,39443
71643,37600
71644,52133
71646,57610
71647,72734
71651,N
71652,50814
71653,61314
71654,39768
71655,45729
71658,31069
71659,30896
71660,86844
71661,30349
71662,24365
71663,60577
71665,57678
71666,-
71667,49066
71670,64820
71671,49320
71674,42365
71675,53198
71676,23093
71677,17496
71701,50778
71711,N
71720,52220
71722,42838
71724,40818
71725,44194
71726,40158
71730,58141
71740,52418
71742,44488
71743,51034
71744,51968
71745,53568
71747,45435
71749,51624
71751,74155
71752,47564
71753,55532
71758,118946
71759,66342
71762,48342
71763,48244
71764,41734
71765,47530
71766,43822
71770,54263
71772,N
71801,44214
71820,N
71822,51273
71823,26250
71825,64119
71826,50088
71827,69636
71832,49402
71833,88266
71834,48234
71835,52966
71836,47946
71837,50290
71838,31431
71839,30805
71841,48135
71842,40160
71845,60062
71846,52299
71847,42379
71851,56797
71852,56321
71853,37113
71854,54011
71855,43926
71857,38489
71858,44923
71859,52992
71860,42492
71861,57651
71862,52845
71865,28717
71866,60985
71901,56062
71909,55333
71913,58833
71921,51709
71922,61397
71923,50536
71929,53778
71933,67182
71935,36774
71937,36712
71940,52303
71941,52026
71943,48320
71944,45839
71945,45956
71949,37686
71950,45284
71952,107428
71953,44527
71956,38059
71957,48668
71958,47646
71959,55283
71960,40823
71961,46555
71962,43590
71964,63622
71965,54679
71968,62617
71969,57203
71970,92698
71971,45318
71972,58477
71973,41497
71998,-
71999,-
72001,76664
72002,69684
72003,59616
72004,38571
72005,24710
72006,36653
72007,68004
72010,52752
72011,59745
72012,63387
72013,46299
72014,30800
72015,68609
72016,56791
72017,39550
72019,81601
72020,65115
72021,52447
72022,71093
72023,67759
72024,61553
72025,62735
72026,41681
72027,72807
72029,40190
72030,39721
72031,49168
72032,59276
72034,67058
72035,-
72036,39767
72037,N
72038,94771
72039,49212
72040,47737
72041,50210
72042,50000
72044,83713
72045,93003
72046,58089
72047,58299
72048,47092
72051,50329
72055,63637
72057,62822
72058,70238
72059,-
72060,60479
72061,97773
72063,57934
72064,50479
72065,71688
72067,47165
72068,50270
72069,53144
72070,55765
72072,76594
72073,63920
72074,47571
72076,52385
72079,47375
72080,46999
72081,59288
72082,47344
72083,35845
72084,46473
72085,40900
72086,63732
72087,76057
72088,40570
72099,-
72101,48755
72102,61344
72103,59273
72104,51147
72106,56636
72107,57743
72108,N
72110,55226
72111,63095
72112,47002
72113,84697
72114,32559
72116,78776
72117,44278
72118,53067
72119,-
72120,71020
72121,55716
72122,59037
72123,39050
72125,47564
72126,49903
72127,58290
72128,44289
72129,50574
72130,60830
72131,77886
72132,67489
72134,68532
72135,112640
72136,44170
72137,50811
72139,37903
72140,49010
72141,50225
72142,69669
72143,59616
72149,-
72150,66999
72152,46757
72153,42925
72156,45216
72157,72963
72160,57874
72165,-
72166,65452
72167,71255
72168,61143
72169,39318
72170,42317
72173,77082
72175,32072
72176,53845
72179,51573
72181,N
72201,147055
72202,50375
72204,43100
72205,70460
72206,48079
72207,94168
72209,41228
72210,70592
72211,84081
72212,132696
72223,142470
72227,88824
72301,46111
72311,27703
72315,51162
72320,31423
72321,62877
72322,44573
72324,43484
72325,N
72326,49809
72327,51812
72328,N
72329,60695
72330,59233
72331,43081
72332,23718
72333,35147
72335,45366
72338,-
72339,32571
72340,158843
72341,48700
72342,44321
72346,49915
72347,39867
72348,51198
72350,45884
72351,46962
72353,N
72354,48195
72355,63013
72358,35300
72359,34820
72360,41117
72364,71484
72365,37295
72366,39821
72367,20400
72368,43740
72370,40400
72372,54475
72373,33018
72374,47146
72376,59669
72377,-
72379,38048
72383,-
72384,36159
72386,63901
72389,43852
72390,35496
72392,60262
72394,44592
72395,57901
72396,59364
72401,53167
72404,81153
72410,39731
72411,50127
72412,121918
72413,63684
72414,62719
72415,41452
72416,54882
72417,56096
72419,44169
72421,134639
72422,42029
72424,38305
72425,33674
72426,53468
72427,22313
72428,46394
72429,65787
72430,39030
72431,63434
72432,41127
72433,43431
72434,48732
72435,59365
72436,49229
72437,42357
72438,49035
72440,43981
72441,22091
72442,67663
72443,44530
72444,53176
72445,51044
72447,72550
72449,34589
72450,57347
72453,49355
72454,44260
72455,55822
72456,37857
72457,41780
72458,76469
72459,31223
72460,49520
72461,60522
72462,37747
72464,19463
72466,58312
72467,-
72469,52637
72470,42245
72471,44820
72472,46039
72473,44286
72476,48547
72478,N
72479,46537
72482,38708
72501,60249
72512,34310
72513,34616
72515,-
72517,33295
72519,37760
72520,42212
72521,73591
72522,57750
72523,46519
72524,71132
72526,52213
72527,56039
72528,N
72529,43132
72530,49697
72531,68155
72532,43193
72533,42987
72534,59383
72536,42336
72537,42884
72538,21111
72539,N
72540,53202
72542,42237
72543,54937
72544,33251
72546,56273
72550,52577
72553,29138
72554,39910
72555,129879
72556,46042
72560,48431
72561,60012
72562,48205
72564,21848
72565,49738
72566,52850
72567,83129
72568,41276
72569,64692
72571,63842
72572,63891
72573,49056
72576,50175
72577,53027
72578,45481
72579,53565
72581,81416
72583,41549
72584,38329
72585,74109
72587,25433
72601,56449
72611,53734
72616,53233
72617,49364
72619,39858
72623,65278
72624,27819
72626,34495
72628,44940
72629,31655
72630,40908
72631,48020
72632,43453
72633,55400
72634,41140
72635,49480
72636,N
72638,47757
72639,27311
72640,35345
72641,37128
72642,56033
72644,39957
72645,37117
72648,66803
72650,51374
72651,36488
72653,56047
72655,36192
72658,49742
72660,41101
72661,84571
72662,47988
72663,47635
72666,3444
72668,36318
72669,34713
72670,18112
72672,25841
72675,37368
72677,28934
72679,N
72680,52406
72682,39249
72683,52541
72685,42916
72686,N
72687,42134
72701,60462
72703,72397
72704,76478
72712,104587
72714,82509
72715,72490
72717,49128
72718,124397
72719,65680
72721,35887
72722,51089
72727,62961
72729,43198
72730,60556
72732,70045
72734,61831
72736,71628
72738,62234
72739,66016
72740,58683
72742,48268
72744,51108
72745,70794
72747,29574
72749,34500
72751,57092
72752,38299
72753,66777
72756,67707
72758,98678
72760,41493
72761,61793
72762,76507
72764,59076
72768,70854
72769,66599
72773,67625
72774,60152
72776,42118
72801,40844
72802,65081
72821,46859
72823,52747
72824,61066
72826,45389
72827,N
72828,N
72830,44758
72832,44533
72833,60641
72834,55425
72835,36748
72837,59533
72838,N
72839,31546
72840,49245
72841,38563
72842,70967
72843,71044
72845,65852
72846,78095
72847,55965
72851,85676
72852,N
72853,49710
72854,47789
72855,56575
72856,39462
72857,55149
72858,66309
72860,40344
72863,51777
72865,53810
72901,44349
72903,69000
72904,36897
72908,60177
72916,93207
72921,62796
72923,52311
72926,29542
72927,52748
72928,59325
72930,75905
72932,49344
72933,64398
72934,44505
72935,35090
72936,68758
72937,66315
72938,51660
72940,64603
72941,59479
72943,69352
72944,58634
72945,46777
72946,56351
72947,46354
72948,27935
72949,53346
72950,42953
72951,52662
72952,42675
72955,15655
72956,56089
72958,45538
72959,59398
73002,65655
73003,79932
73004,72363
73005,57955
73006,48721
73007,147961
73008,56722
73009,57307
73010,72622
73011,76039
73012,116068
73013,108666
73014,65119
73015,43920
73016,73414
73017,58182
73018,60274
73019,-
73020,82892
73021,62749
73024,70346
73025,181118
73026,100278
73027,60954
73028,68338
73029,45524
73030,61137
73032,48391
73033,52511
73034,106547
73036,61005
73038,52454
73040,52189
73041,93059
73042,62887
73043,54884
73044,62874
73045,69435
73047,65498
73048,73220
73049,80665
73050,45752
73051,57949
73052,65969
73053,55670
73054,73943
73055,68419
73056,58708
73057,64532
73058,71390
73059,65634
73061,94766
73062,53721
73063,55735
73064,78173
73065,78522
73066,31845
73067,80268
73068,56208
73069,55591
73071,59004
73072,82936
73073,64638
73074,62887
73075,63916
73077,65647
73078,96362
73079,65806
73080,65687
73082,58895
73084,47623
73086,61400
73089,91348
73090,62191
73092,57213
73093,82500
73095,59011
73096,57985
73097,N
73098,57401
73099,82207
73102,79655
73103,81684
73104,84088
73105,52062
73106,52367
73107,51946
73108,36771
73109,40705
73110,48553
73111,33328
73112,60897
73114,44243
73115,47889
73116,133245
73117,34593
73118,75908
73119,39123
73120,71698
73121,63028
73122,56695
73127,43503
73128,76681
73129,39564
73130,65563
73131,115441
73132,63122
73134,76506
73135,62633
73139,48685
73141,47194
73142,94934
73145,68250
73149,39570
73150,85535
73151,168412
73159,52255
73160,66967
73162,83573
73165,94326
73169,73797
73170,96960
73173,116555
73179,100078
73401,63263
73425,N
73430,55121
73432,64957
73433,72046
73434,63681
73437,39620
73438,53583
73439,52725
73440,34777
73441,32431
73442,93830
73443,56622
73444,77405
73446,52827
73447,52856
73448,54592
73449,67034
73450,57535
73453,72653
73455,68483
73456,52727
73458,60627
73459,54507
73460,47677
73461,59990
73463,68905
73481,68173
73487,37334
73491,68318
73501,45752
73503,58352
73505,59335
73507,56728
73520,47225
73521,58346
73526,67960
73527,83444
73528,61851
73529,61176
73530,67286
73531,99461
73532,56077
73533,60891
73537,47328
73538,79537
73539,73430
73540,51558
73541,61026
73542,51435
73543,62724
73544,64041
73546,41824
73547,54885
73548,92112
73549,52470
73550,45578
73551,46745
73552,66188
73553,109189
73554,45711
73555,27729
73556,37447
73557,55768
73559,38499
73560,60170
73562,58829
73564,46975
73565,41406
73566,53046
73567,53999
73568,53100
73569,54269
73570,62436
73571,79700
73572,56272
73573,58698
73601,59907
73620,70544
73622,49948
73624,63668
73625,68216
73626,57606
73627,88307
73628,66582
73632,75667
73638,95396
73639,50097
73641,58536
73642,85547
73644,80870
73645,71384
73646,58493
73647,69535
73650,54366
73651,65354
73654,67679
73655,50212
73658,87400
73659,61118
73660,62638
73661,56681
73662,63754
73663,67087
73664,53492
73666,75380
73667,67049
73669,71587
73673,70932
73701,46785
73703,70558
73705,-
73716,53924
73717,70509
73718,64341
73719,79054
73720,56526
73722,106646
73724,58908
73726,52981
73727,85656
73728,67894
73729,97502
73730,72695
73731,50768
73733,77452
73734,70565
73735,61101
73736,75579
73737,64614
73738,62645
73739,67684
73741,54850
73742,71171
73743,77971
73744,65524
73746,N
73747,59718
73749,55603
73750,72669
73753,50278
73754,60159
73755,50892
73756,79033
73757,79019
73758,76422
73759,61510
73760,61695
73761,72485
73762,85955
73763,44427
73764,72259
73766,61959
73768,80802
73771,68326
73772,62249
73773,55585
73801,76450
73832,83931
73834,58545
73835,64712
73838,68931
73840,63901
73841,57832
73842,70717
73843,59805
73844,95158
73848,62941
73851,133052
73852,68467
73853,75338
73855,46756
73857,92423
73858,64083
73859,64990
73860,61872
73901,98363
73931,72503
73932,75737
73933,61136
73937,68140
73938,56229
73939,62517
73942,62777
73944,56602
73945,57049
73946,23585
73947,48953
73949,61562
73950,63946
73951,62498
74001,47404
74002,63069
74003,51785
74006,81419
74008,96378
74010,62502
74011,93784
74012,78073
74014,81753
74015,74265
74016,62690
74017,63561
74019,80884
74020,67977
74021,79540
74022,70023
74023,56677
74026,51969
74027,49112
74028,59752
74029,63235
74030,59402
74032,53554
74033,70277
74034,47686
74035,48918
74036,70798
74037,91706
74038,64264
74039,63274
74041,67228
74042,64733
74044,66417
74045,70523
74046,51867
74047,64225
74048,48993
74050,31225
74051,70411
74052,50802
74053,78421
74054,54108
74055,89293
74056,47235
74058,54422
74059,61878
74060,44561
74061,70933
74062,56410
74063,69214
74066,67054
74068,34879
74070,73577
74071,59517
74072,61750
74073,72830
74074,66207
74075,45467
74078,-
74079,64160
74080,75212
74081,53759
74082,67774
74083,67164
74084,54672
74085,59243
74103,141748
74104,59215
74105,90498
74106,38416
74107,52658
74108,49341
74110,37441
74112,51912
74114,107623
74115,39327
74116,43514
74117,87848
74119,53485
74120,77613
74126,40063
74127,49030
74128,49821
74129,50998
74130,45520
74131,80376
74132,88763
74133,80814
74134,67420
74135,61163
74136,64506
74137,136668
74145,57657
74146,44000
74301,51882
74330,61353
74331,59029
74332,71520
74333,50470
74337,51065
74338,43752
74339,38330
74340,35653
74342,41593
74343,43706
74344,60670
74346,47478
74347,51607
74349,35478
74350,37795
74352,54375
74354,51449
74358,33793
74359,36306
74360,N
74361,60948
74363,59006
74364,49432
74365,50815
74366,42977
74367,54971
74368,83611
74369,54729
74370,48751
74401,50665
74403,58076
74421,62157
74422,59758
74423,55197
74425,53665
74426,57273
74427,66111
74428,66464
74429,68844
74430,50464
74431,50420
74432,51486
74434,73850
74435,55601
74436,55562
74437,52792
74438,64509
74441,50700
74442,59060
74445,62723
74446,39849
74447,50703
74450,54526
74451,64730
74452,30653
74454,61775
74455,46864
74456,65878
74457,60710
74458,53405
74459,89841
74460,33598
74462,46894
74463,37086
74464,50964
74467,54293
74468,41776
74469,47622
74470,57798
74471,53635
74472,51235
74477,-
74501,59572
74521,49070
74522,47690
74523,68701
74525,54707
74528,80246
74530,84279
74531,47421
74533,54112
74534,47717
74535,32663
74536,46625
74538,61857
74540,58436
74543,51941
74546,38971
74547,68971
74549,69095
74552,54267
74553,50813
74554,46896
74555,54664
74556,65120
74557,55000
74558,40737
74560,45289
74561,53772
74562,61132
74563,64773
74565,56990
74567,N
74569,57852
74570,51518
74571,57685
74572,53634
74574,53289
74576,57942
74577,39106
74578,56174
74601,49032
74604,76059
74630,47461
74631,53806
74632,63618
74633,53431
74636,61698
74637,53851
74640,62158
74641,57820
74643,55096
74644,43544
74646,48616
74647,54879
74650,46456
74651,63501
74652,56502
74653,57553
74701,56229
74720,50298
74722,55467
74723,61185
74724,45383
74726,54121
74727,45234
74728,46424
74729,52888
74730,58132
74731,57401
74733,56253
74734,54135
74735,54817
74736,51744
74738,46674
74740,52459
74741,61144
74743,51416
74745,51216
74747,64230
74748,45744
74750,39738
74753,N
74754,25331
74755,32335
74756,68661
74759,47103
74760,52122
74761,56563
74764,63086
74766,46282
74801,51239
74804,63689
74820,57953
74824,59205
74825,67083
74826,50921
74827,53200
74829,35480
74830,44757
74831,55049
74832,51798
74833,50170
74834,65151
74836,37720
74837,44893
74839,38798
74840,64384
74842,52541
74843,75092
74844,41739
74845,58960
74848,49393
74849,48053
74850,45813
74851,60192
74852,54331
74854,51635
74855,67598
74856,52215
74857,64869
74859,47158
74860,54484
74864,64380
74865,60679
74867,54203
74868,56015
74869,76793
74871,59631
74872,54417
74873,52411
74875,58093
74878,53193
74880,57927
74881,55529
74883,49386
74884,49821
74901,34962
74902,53224
74930,57996
74931,50021
74932,62614
74935,39233
74936,54501
74937,45708
74939,48847
74940,58154
74941,56743
74942,39260
74943,51973
74944,51850
74945,45960
74946,43488
74948,48961
74949,54163
74951,42434
74953,56059
74954,50721
74955,49809
74956,61279
74957,44416
74959,54475
74960,47015
74962,50777
74963,63508
74964,48401
74965,55315
74966,62490
75001,80864
75002,112255
75006,72785
75007,95029
75009,110788
75010,102094
75013,149883
75019,141713
75020,63497
75021,58441
75022,179626
75023,93700
75024,118358
75025,131755
75028,124455
75032,120333
75034,138030
75035,130964
75038,64051
75039,106982
75040,66070
75041,50249
75042,51105
75043,66823
75044,77037
75048,99064
75050,58146
75051,51124
75052,81386
75054,124834
75056,107131
75057,55913
75058,88818
75060,59406
75061,53637
75062,64792
75063,107623
75065,83643
75067,70681
75068,97924
75069,82690
75070,113367
75071,105041
75074,74037
75075,90924
75076,84561
75077,120421
75078,150331
75080,87682
75081,80806
75082,137732
75087,115745
75088,95248
75089,100304
75090,49185
75092,70995
75093,157414
75094,136441
75098,90880
75101,53007
75102,50106
75103,68058
75104,77923
75105,34113
75109,74334
75110,56742
75114,70884
75115,73105
75116,54290
75117,72044
75119,62549
75124,63227
75125,59886
75126,91690
75127,53597
75132,70599
75134,54874
75135,80846
75137,65765
75140,54065
75141,54372
75142,65342
75143,57892
75144,52729
75146,66285
